0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = true, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_timeout = 0.000, provers = ["cvc5_proof"], slices = 192,
0.sledgehammer initialize  smt_proofs = true, spy = false, strict = false, timeout = 30.000, try0 =
0.sledgehammer initialize  false, type_enc = NONE, uncurried_aliases = NONE, verbose = true}
0.sledgehammer goal.by         5165ms Matrix_Tensor.Matrix_Tensor 406:12694  some (SH 5162ms, ATP 1552ms): Try this: by (smt (cvc5) list.set_intros(2))
0.sledgehammer goal.using      8865ms Matrix_Tensor.Matrix_Tensor 408:12748  some (SH 8864ms, ATP 3449ms): Try this: by (smt (cvc5) assms list.distinct(1) list.sel(1) list.set_intros(2) mat_def row_length_def)
0.sledgehammer goal.by         7872ms Matrix_Tensor.Matrix_Tensor 408:12760  some (SH 7870ms, ATP 2356ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1,3) list.set_sel(2) mat_def row_length_def)
0.sledgehammer goal.using      5612ms Matrix_Tensor.Matrix_Tensor 410:12832  some (SH 5611ms, ATP 1941ms): Try this: by (smt (cvc5) vec_def)
0.sledgehammer goal.by         6085ms Matrix_Tensor.Matrix_Tensor 410:12846  some (SH 6084ms, ATP 2085ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      6358ms Matrix_Tensor.Matrix_Tensor 412:12904  some (SH 6357ms, ATP 1831ms): Try this: by (smt (cvc5) vec_uniqueness)
0.sledgehammer goal.by         5125ms Matrix_Tensor.Matrix_Tensor 412:12925  some (SH 5124ms, ATP 2072ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4772ms Matrix_Tensor.Matrix_Tensor 414:12995  some (SH 4771ms, ATP 1796ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      8344ms Matrix_Tensor.Matrix_Tensor 416:13051  some (SH 8343ms, ATP 3286ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1) local.Cons row_length_def)
0.sledgehammer goal.by         7473ms Matrix_Tensor.Matrix_Tensor 417:13105  some (SH 7473ms, ATP 2011ms): Try this: by (smt (cvc5) list.sel(1))
0.sledgehammer goal.by         4548ms Matrix_Tensor.Matrix_Tensor 419:13176  some (SH 4543ms, ATP 1406ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using     11157ms Matrix_Tensor.Matrix_Tensor 421:13248  some (SH 11156ms, ATP 2977ms): Try this: by (smt (cvc5) \<open>length a = length b\<close> assms insert_iff list.distinct(1) list.sel(1) list.simps(15) local.Cons mat_def row_length_def)
0.sledgehammer goal.by        11126ms Matrix_Tensor.Matrix_Tensor 421:13269  some (SH 11125ms, ATP 3932ms): Try this: by (smt (cvc5) \<open>length a = length b\<close> list.distinct(1) list.sel(1,3) list.set_sel(2) mat_def row_length_def)
0.sledgehammer goal.using      5577ms Matrix_Tensor.Matrix_Tensor 423:13376  some (SH 5576ms, ATP 2307ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3794ms Matrix_Tensor.Matrix_Tensor 423:13391  some (SH 3793ms, ATP 1377ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      8285ms Matrix_Tensor.Matrix_Tensor 425:13457  some (SH 8284ms, ATP 1930ms): Try this: by (smt (cvc5) mat_def)
0.sledgehammer goal.by         7763ms Matrix_Tensor.Matrix_Tensor 425:13471  some (SH 7763ms, ATP 2121ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4100ms Matrix_Tensor.Matrix_Tensor 426:13499  some (SH 4097ms, ATP 1584ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     20580ms Matrix_Tensor.Matrix_Tensor 436:13744  timeout (SH 20579ms): Timed out
0.sledgehammer goal.using      5349ms Matrix_Tensor.Matrix_Tensor 439:13814  some (SH 5348ms, ATP 1677ms): Try this: by (smt (cvc5) vec_mat_Tensor.simps(1))
0.sledgehammer goal.by         5433ms Matrix_Tensor.Matrix_Tensor 440:13856  some (SH 5429ms, ATP 2519ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5911ms Matrix_Tensor.Matrix_Tensor 442:13910  some (SH 5910ms, ATP 1914ms): Try this: by (smt (cvc5) row_length_Nil)
0.sledgehammer goal.by         4517ms Matrix_Tensor.Matrix_Tensor 443:13942  some (SH 4516ms, ATP 1743ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4917ms Matrix_Tensor.Matrix_Tensor 445:13992  some (SH 4917ms, ATP 1892ms): Try this: by (smt (cvc5) list.size(3))
0.sledgehammer goal.by         6132ms Matrix_Tensor.Matrix_Tensor 445:14002  some (SH 6130ms, ATP 2925ms): Try this: by (smt (cvc5) list.size(3))
0.sledgehammer goal.using      4754ms Matrix_Tensor.Matrix_Tensor 448:14112  some (SH 4753ms, ATP 1834ms): Try this: by (smt (cvc5) local.Nil mult_is_0)
0.sledgehammer goal.by         4350ms Matrix_Tensor.Matrix_Tensor 448:14130  some (SH 4349ms, ATP 2061ms): Try this: by (smt (cvc5) mult_is_0)
0.sledgehammer goal.by         4712ms Matrix_Tensor.Matrix_Tensor 449:14174  some (SH 4711ms, ATP 1759ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5044ms Matrix_Tensor.Matrix_Tensor 459:14550  some (SH 5043ms, ATP 1860ms): Try this: by (smt (cvc5) hyp(2) reduct_matrix)
0.sledgehammer goal.by         4952ms Matrix_Tensor.Matrix_Tensor 459:14577  some (SH 4952ms, ATP 2703ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5297ms Matrix_Tensor.Matrix_Tensor 462:14683  some (SH 5295ms, ATP 1937ms): Try this: by (smt (cvc5) hyp(1))
0.sledgehammer goal.by         4360ms Matrix_Tensor.Matrix_Tensor 462:14696  some (SH 4359ms, ATP 1812ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     40362ms Matrix_Tensor.Matrix_Tensor 468:14827  some (SH 40361ms, ATP 2165ms): Try this: by (smt (cvc5) append.simps(1) hyp(1,2) id_take_nth_drop insert_iff length_0_conv length_greater_0_conv list.distinct(1) list.sel(1) list.set(2) list.size(3) mat_def mult.commute mult_is_0 row_length_Nil row_length_def row_length_vect_mat step1 take0 vec_def vec_mat_Tensor.simps(1,2) vec_mat_Tensor_length vec_vec_Tensor_length)
0.sledgehammer goal.using      9369ms Matrix_Tensor.Matrix_Tensor 472:14939  some (SH 9368ms, ATP 2202ms): Try this: by (smt (cvc5) local.Nil vec_mat_Tensor.simps(1,2))
0.sledgehammer goal.by         6516ms Matrix_Tensor.Matrix_Tensor 472:14970  some (SH 6515ms, ATP 2961ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      8404ms Matrix_Tensor.Matrix_Tensor 474:15064  some (SH 8403ms, ATP 2044ms): Try this: by (smt (cvc5) empty_iff hd_set list.set(1))
0.sledgehammer goal.by         5032ms Matrix_Tensor.Matrix_Tensor 474:15078  some (SH 5031ms, ATP 1775ms): Try this: by (smt (cvc5) empty_iff hd_set list.set(1))
0.sledgehammer goal.using      4227ms Matrix_Tensor.Matrix_Tensor 478:15219  some (SH 4226ms, ATP 1424ms): Try this: by (smt (cvc5) vec_def)
0.sledgehammer goal.by         4128ms Matrix_Tensor.Matrix_Tensor 478:15233  some (SH 4127ms, ATP 2089ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4048ms Matrix_Tensor.Matrix_Tensor 480:15320  some (SH 4047ms, ATP 1776ms): Try this: by (smt (cvc5) vec_vec_Tensor_length)
0.sledgehammer goal.by         5086ms Matrix_Tensor.Matrix_Tensor 480:15348  some (SH 5084ms, ATP 2145ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      6045ms Matrix_Tensor.Matrix_Tensor 483:15456  some (SH 6043ms, ATP 2125ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1) row_length_def)
0.sledgehammer goal.by         4883ms Matrix_Tensor.Matrix_Tensor 484:15507  some (SH 4882ms, ATP 2285ms): Try this: by (smt (cvc5) list.sel(1))
0.sledgehammer goal.using      4912ms Matrix_Tensor.Matrix_Tensor 486:15590  some (SH 4909ms, ATP 2196ms): Try this: by (smt (cvc5) vec_mat_Tensor_length)
0.sledgehammer goal.by         5151ms Matrix_Tensor.Matrix_Tensor 486:15618  some (SH 5150ms, ATP 2664ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by        11819ms Matrix_Tensor.Matrix_Tensor 488:15716  some (SH 11818ms, ATP 2995ms): Try this: by (smt (cvc5) "1" empty_iff hd_set list.set(1) mat_def vec_def)
0.sledgehammer goal.using      7371ms Matrix_Tensor.Matrix_Tensor 493:15898  some (SH 7370ms, ATP 2159ms): Try this: by (smt (cvc5) "1" "4" "6" mult.commute)
0.sledgehammer goal.by         3921ms Matrix_Tensor.Matrix_Tensor 493:15910  some (SH 3920ms, ATP 1714ms): Try this: by (smt (cvc5) mult.commute)
0.sledgehammer goal.using      5250ms Matrix_Tensor.Matrix_Tensor 494:15960  some (SH 5249ms, ATP 1968ms): Try this: by (smt (cvc5) "6")
0.sledgehammer goal.by         4821ms Matrix_Tensor.Matrix_Tensor 494:15968  some (SH 4820ms, ATP 2114ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4770ms Matrix_Tensor.Matrix_Tensor 499:16081  some (SH 4769ms, ATP 1462ms): Try this: by (smt (cvc5) hd_set)
0.sledgehammer goal.by         4085ms Matrix_Tensor.Matrix_Tensor 499:16094  some (SH 4084ms, ATP 1616ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4608ms Matrix_Tensor.Matrix_Tensor 501:16169  some (SH 4607ms, ATP 1639ms): Try this: by (smt (cvc5) hyp(2))
0.sledgehammer goal.by         3959ms Matrix_Tensor.Matrix_Tensor 501:16179  some (SH 3958ms, ATP 1579ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4053ms Matrix_Tensor.Matrix_Tensor 503:16259  some (SH 4050ms, ATP 1618ms): Try this: by (smt (cvc5) mat_def)
0.sledgehammer goal.by         3667ms Matrix_Tensor.Matrix_Tensor 503:16282  some (SH 3665ms, ATP 1537ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      6087ms Matrix_Tensor.Matrix_Tensor 505:16354  some (SH 6085ms, ATP 1728ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1) row_length_def)
0.sledgehammer goal.by         4680ms Matrix_Tensor.Matrix_Tensor 506:16404  some (SH 4678ms, ATP 1897ms): Try this: by (smt (cvc5) list.sel(1))
0.sledgehammer goal.by         4478ms Matrix_Tensor.Matrix_Tensor 508:16473  some (SH 4476ms, ATP 1580ms): Try this: by (smt (cvc5) list.set_intros(2))
0.sledgehammer goal.using      4654ms Matrix_Tensor.Matrix_Tensor 510:16526  some (SH 4653ms, ATP 1785ms): Try this: by (smt (cvc5) list.set_intros(1) local.Cons)
0.sledgehammer goal.by         4002ms Matrix_Tensor.Matrix_Tensor 510:16537  some (SH 4002ms, ATP 1270ms): Try this: by (smt (cvc5) list.set_intros(1))
0.sledgehammer goal.using      9624ms Matrix_Tensor.Matrix_Tensor 512:16595  some (SH 9624ms, ATP 3243ms): Try this: by (smt (cvc5) hyp(2) list.distinct(1) list.sel(1,3) list.set_sel(2) mat_def row_length_def)
0.sledgehammer goal.by         8414ms Matrix_Tensor.Matrix_Tensor 512:16608  some (SH 8414ms, ATP 2750ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1,3) list.set_sel(2) mat_def row_length_def)
0.sledgehammer goal.using      5769ms Matrix_Tensor.Matrix_Tensor 514:16691  some (SH 5768ms, ATP 1874ms): Try this: by (smt (cvc5) vec_def)
0.sledgehammer goal.by         5028ms Matrix_Tensor.Matrix_Tensor 514:16720  some (SH 5026ms, ATP 2041ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7558ms Matrix_Tensor.Matrix_Tensor 516:16784  some (SH 7555ms, ATP 2687ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1) local.Cons row_length_def)
0.sledgehammer goal.by         4969ms Matrix_Tensor.Matrix_Tensor 516:16829  some (SH 4968ms, ATP 1859ms): Try this: by (smt (cvc5) list.sel(1))
0.sledgehammer goal.using      6524ms Matrix_Tensor.Matrix_Tensor 518:16927  some (SH 6524ms, ATP 2687ms): Try this: by (smt (cvc5) step2)
0.sledgehammer goal.by         4333ms Matrix_Tensor.Matrix_Tensor 518:16939  some (SH 4332ms, ATP 1723ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7135ms Matrix_Tensor.Matrix_Tensor 521:17055  some (SH 7135ms, ATP 2590ms): Try this: by (smt (cvc5) mat_def)
0.sledgehammer goal.by         7512ms Matrix_Tensor.Matrix_Tensor 521:17069  some (SH 7511ms, ATP 2184ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3925ms Matrix_Tensor.Matrix_Tensor 524:17199  some (SH 3924ms, ATP 1243ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3668ms Matrix_Tensor.Matrix_Tensor 524:17222  some (SH 3668ms, ATP 1360ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using     26800ms Matrix_Tensor.Matrix_Tensor 527:17352  some (SH 26800ms, ATP 1749ms): Try this: by (smt (cvc5) "2")
0.sledgehammer goal.by         4834ms Matrix_Tensor.Matrix_Tensor 527:17360  some (SH 4830ms, ATP 1910ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      6364ms Matrix_Tensor.Matrix_Tensor 529:17447  some (SH 6362ms, ATP 2201ms): Try this: by (smt (cvc5) mult.commute vec_vec_Tensor_length)
0.sledgehammer goal.by         5513ms Matrix_Tensor.Matrix_Tensor 529:17477  some (SH 5512ms, ATP 2242ms): Try this: by (smt (cvc5) mult.commute)
0.sledgehammer goal.using      5209ms Matrix_Tensor.Matrix_Tensor 531:17567  some (SH 5208ms, ATP 1574ms): Try this: by (smt (cvc5) vec_def)
0.sledgehammer goal.by         4194ms Matrix_Tensor.Matrix_Tensor 531:17603  some (SH 4193ms, ATP 2029ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      6610ms Matrix_Tensor.Matrix_Tensor 533:17684  some (SH 6608ms, ATP 2331ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1) row_length_def)
0.sledgehammer goal.by         5313ms Matrix_Tensor.Matrix_Tensor 533:17724  some (SH 5312ms, ATP 1930ms): Try this: by (smt (cvc5) list.sel(1))
0.sledgehammer goal.using      5686ms Matrix_Tensor.Matrix_Tensor 536:17843  some (SH 5685ms, ATP 1991ms): Try this: by (smt (cvc5) vec_mat_Tensor.simps(2))
0.sledgehammer goal.by         4476ms Matrix_Tensor.Matrix_Tensor 536:17873  some (SH 4476ms, ATP 1707ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4700ms Matrix_Tensor.Matrix_Tensor 540:18059  some (SH 4697ms, ATP 1501ms): Try this: by (smt (cvc5) hd_set)
0.sledgehammer goal.by         3903ms Matrix_Tensor.Matrix_Tensor 540:18073  some (SH 3902ms, ATP 1583ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4630ms Matrix_Tensor.Matrix_Tensor 543:18210  some (SH 4629ms, ATP 1385ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4425ms Matrix_Tensor.Matrix_Tensor 546:18356  some (SH 4425ms, ATP 1553ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      8095ms Matrix_Tensor.Matrix_Tensor 549:18504  some (SH 8093ms, ATP 2076ms): Try this: by (smt (cvc5) "2" "3" "5" "7" \<open>vec_mat_Tensor v (a # M) = vec_vec_Tensor v a # vec_mat_Tensor v M\<close> hd_set vec_def)
0.sledgehammer goal.by         4309ms Matrix_Tensor.Matrix_Tensor 549:18557  some (SH 4308ms, ATP 1630ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5008ms Matrix_Tensor.Matrix_Tensor 554:18703  some (SH 5007ms, ATP 1360ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         6310ms Matrix_Tensor.Matrix_Tensor 554:18719  some (SH 6308ms, ATP 2622ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5922ms Matrix_Tensor.Matrix_Tensor 556:18800  some (SH 5921ms, ATP 1560ms): Try this: by (smt (cvc5) vec_mat_Tensor_length)
0.sledgehammer goal.by         5596ms Matrix_Tensor.Matrix_Tensor 556:18828  some (SH 5596ms, ATP 2199ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      8695ms Matrix_Tensor.Matrix_Tensor 562:19022  some (SH 8685ms, ATP 2388ms): Try this: by (smt (cvc5) mat_def)
0.sledgehammer goal.by         9334ms Matrix_Tensor.Matrix_Tensor 563:19048  some (SH 9332ms, ATP 2620ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         5684ms Matrix_Tensor.Matrix_Tensor 564:19093  some (SH 5683ms, ATP 1675ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4555ms Matrix_Tensor.Matrix_Tensor 566:19135  some (SH 4554ms, ATP 1657ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     20805ms Matrix_Tensor.Matrix_Tensor 572:19294  timeout (SH 20804ms): Timed out
0.sledgehammer goal.by         6358ms Matrix_Tensor.Matrix_Tensor 574:19334  some (SH 6357ms, ATP 2407ms): Try this: by (smt (cvc5) Tensor.simps(1) list.size(3) mult_is_0)
0.sledgehammer goal.using      5246ms Matrix_Tensor.Matrix_Tensor 578:19441  some (SH 5245ms, ATP 1763ms): Try this: by (smt (cvc5) Tensor.simps(2))
0.sledgehammer goal.by         5323ms Matrix_Tensor.Matrix_Tensor 578:19463  some (SH 5322ms, ATP 2609ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         5485ms Matrix_Tensor.Matrix_Tensor 581:19580  some (SH 5483ms, ATP 1786ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5925ms Matrix_Tensor.Matrix_Tensor 584:19720  some (SH 5924ms, ATP 1797ms): Try this: by (smt (cvc5) length_append)
0.sledgehammer goal.by         5823ms Matrix_Tensor.Matrix_Tensor 585:19752  some (SH 5822ms, ATP 2631ms): Try this: by (smt (cvc5) length_append)
0.sledgehammer goal.using      5851ms Matrix_Tensor.Matrix_Tensor 587:19830  some (SH 5850ms, ATP 1500ms): Try this: by (smt (cvc5) vec_mat_Tensor_length)
0.sledgehammer goal.by         6264ms Matrix_Tensor.Matrix_Tensor 587:19858  some (SH 6263ms, ATP 2572ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5567ms Matrix_Tensor.Matrix_Tensor 589:19938  some (SH 5566ms, ATP 1319ms): Try this: by (smt (cvc5) local.Cons)
0.sledgehammer goal.by         4975ms Matrix_Tensor.Matrix_Tensor 589:19955  some (SH 4972ms, ATP 1486ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         6356ms Matrix_Tensor.Matrix_Tensor 592:20108  some (SH 6354ms, ATP 2591ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         8753ms Matrix_Tensor.Matrix_Tensor 595:20226  some (SH 8751ms, ATP 1989ms): Try this: by (smt (cvc5) plus_1_eq_Suc times_nat.simps(2))
0.sledgehammer goal.by         9093ms Matrix_Tensor.Matrix_Tensor 597:20321  some (SH 9092ms, ATP 1719ms): Try this: by (smt (cvc5) length_Cons plus_1_eq_Suc)
0.sledgehammer goal.by         5031ms Matrix_Tensor.Matrix_Tensor 598:20347  some (SH 5029ms, ATP 1160ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     19094ms Matrix_Tensor.Matrix_Tensor 606:20483  timeout (SH 19093ms): Timed out
0.sledgehammer goal.using      3938ms Matrix_Tensor.Matrix_Tensor 608:20525  some (SH 3937ms, ATP 1664ms): Try this: by (smt (cvc5) append_Nil local.Nil)
0.sledgehammer goal.by         3729ms Matrix_Tensor.Matrix_Tensor 608:20551  some (SH 3728ms, ATP 1498ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5728ms Matrix_Tensor.Matrix_Tensor 612:20653  some (SH 5727ms, ATP 2221ms): Try this: by (smt (cvc5) Cons.prems append_Cons reduct_matrix)
0.sledgehammer goal.by         3425ms Matrix_Tensor.Matrix_Tensor 612:20696  some (SH 3424ms, ATP 1302ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4575ms Matrix_Tensor.Matrix_Tensor 614:20766  some (SH 4574ms, ATP 2116ms): Try this: by (smt (cvc5) Cons.hyps)
0.sledgehammer goal.by         3588ms Matrix_Tensor.Matrix_Tensor 614:20782  some (SH 3587ms, ATP 1553ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4225ms Matrix_Tensor.Matrix_Tensor 615:20814  some (SH 4224ms, ATP 1805ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     19034ms Matrix_Tensor.Matrix_Tensor 625:21107  timeout (SH 19033ms): Timed out
0.sledgehammer goal.using      5046ms Matrix_Tensor.Matrix_Tensor 628:21195  some (SH 5045ms, ATP 2465ms): Try this: by (smt (cvc5) mult_is_0 row_length_Nil)
0.sledgehammer goal.by         4095ms Matrix_Tensor.Matrix_Tensor 628:21233  some (SH 4095ms, ATP 2288ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5355ms Matrix_Tensor.Matrix_Tensor 630:21306  some (SH 5354ms, ATP 1941ms): Try this: by (smt (cvc5) list.size(3) mult_is_0)
0.sledgehammer goal.by         4077ms Matrix_Tensor.Matrix_Tensor 630:21341  some (SH 4076ms, ATP 1559ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5065ms Matrix_Tensor.Matrix_Tensor 632:21395  some (SH 5064ms, ATP 2355ms): Try this: by (smt (cvc5) Tensor.simps(1))
0.sledgehammer goal.by         3933ms Matrix_Tensor.Matrix_Tensor 632:21417  some (SH 3932ms, ATP 1592ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4439ms Matrix_Tensor.Matrix_Tensor 635:21532  some (SH 4439ms, ATP 1635ms): Try this: by (smt (cvc5) zero_matrix)
0.sledgehammer goal.by         3712ms Matrix_Tensor.Matrix_Tensor 635:21550  some (SH 3711ms, ATP 1547ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3483ms Matrix_Tensor.Matrix_Tensor 636:21578  some (SH 3482ms, ATP 1318ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3698ms Matrix_Tensor.Matrix_Tensor 640:21693  some (SH 3697ms, ATP 1429ms): Try this: by (smt (cvc5) Cons.prems)
0.sledgehammer goal.by         3270ms Matrix_Tensor.Matrix_Tensor 640:21710  some (SH 3269ms, ATP 1505ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4732ms Matrix_Tensor.Matrix_Tensor 642:21787  some (SH 4731ms, ATP 2145ms): Try this: by (smt (cvc5) reduct_matrix)
0.sledgehammer goal.by         3666ms Matrix_Tensor.Matrix_Tensor 642:21807  some (SH 3665ms, ATP 1634ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4493ms Matrix_Tensor.Matrix_Tensor 644:21888  some (SH 4492ms, ATP 2046ms): Try this: by (smt (cvc5) Cons.prems)
0.sledgehammer goal.by         3596ms Matrix_Tensor.Matrix_Tensor 644:21905  some (SH 3596ms, ATP 1571ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4014ms Matrix_Tensor.Matrix_Tensor 647:22029  some (SH 4013ms, ATP 1979ms): Try this: by (smt (cvc5) Cons.hyps)
0.sledgehammer goal.by         3686ms Matrix_Tensor.Matrix_Tensor 647:22045  some (SH 3685ms, ATP 1341ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      6575ms Matrix_Tensor.Matrix_Tensor 649:22107  some (SH 6574ms, ATP 1562ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1) row_length_def)
0.sledgehammer goal.by         3960ms Matrix_Tensor.Matrix_Tensor 649:22146  some (SH 3959ms, ATP 1531ms): Try this: by (smt (cvc5) list.sel(1))
0.sledgehammer goal.proof     19955ms Matrix_Tensor.Matrix_Tensor 654:22299  timeout (SH 19955ms): Timed out
0.sledgehammer goal.using      5196ms Matrix_Tensor.Matrix_Tensor 657:22419  some (SH 5195ms, ATP 1920ms): Try this: by (smt (cvc5) \<open>mat (row_length M2) (length M2) M2\<close> well_defined_vec_mat_Tensor)
0.sledgehammer goal.by         3323ms Matrix_Tensor.Matrix_Tensor 657:22464  some (SH 3322ms, ATP 1227ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7076ms Matrix_Tensor.Matrix_Tensor 659:22547  some (SH 7075ms, ATP 1603ms): Try this: by (smt (cvc5) One_nat_def lambda_one length_Cons list.size(3) local.Nil)
0.sledgehammer goal.by         7199ms Matrix_Tensor.Matrix_Tensor 659:22557  some (SH 7198ms, ATP 1497ms): Try this: by (smt (cvc5) One_nat_def lambda_one length_Cons list.size(3))
